ts,open,high,low,close,volume
1704038400,1.08572,1.08638,1.08436,1.08572,486.0
1704052800,1.08636,1.09672,1.08591,1.09632,100.0
1704067200,1.09651,1.10261,1.09209,1.10041,157.0
1704081600,1.10143,1.10158,1.082,1.08318,276.0
1704096000,1.084,1.10555,1.08273,1.10537,100.0
1704110400,1.10506,1.12719,1.09975,1.12686,499.0
1704124800,1.12482,1.13927,1.12365,1.13642,2105.0
1704139200,1.1372,1.13866,1.13438,1.13533,100.0
1704153600,1.13266,1.13669,1.13191,1.13596,284.0
1704168000,1.13602,1.13794,1.12829,1.12873,1659.0
1704182400,1.12822,1.13323,1.12155,1.12789,343.0
1704196800,1.12513,1.12526,1.12404,1.1245,181.0
1704211200,1.12557,1.12559,1.11796,1.11801,149.0
1704225600,1.12009,1.12139,1.1135,1.11411,130.0
1704240000,1.11415,1.11439,1.10752,1.10818,100.0
1704254400,1.10879,1.12385,1.10879,1.12264,500.0
1704268800,1.12224,1.13228,1.12216,1.13225,504.0
1704283200,1.13269,1.13754,1.13262,1.13733,137.0
1704297600,1.13698,1.14065,1.13654,1.1396,100.0
1704312000,1.13953,1.15092,1.1395,1.15091,100.0
1704326400,1.14871,1.16125,1.1469,1.16006,166.0
1704340800,1.16162,1.16513,1.14645,1.1473,100.0
1704355200,1.14863,1.17405,1.14853,1.17328,211.0
1704369600,1.17272,1.18807,1.17108,1.18757,100.0
1704384000,1.18636,1.18775,1.18589,1.1876,113.0
1704398400,1.18613,1.20283,1.1844,1.20263,1674.0
1704412800,1.20104,1.2088,1.19908,1.20847,124.0
1704427200,1.20886,1.212,1.20152,1.20293,151.0
1704441600,1.2031,1.22577,1.20006,1.21885,624.0
1704456000,1.21991,1.22898,1.21981,1.224,263.0
1704470400,1.22426,1.24115,1.22288,1.23808,100.0
1704484800,1.23702,1.25962,1.23635,1.25818,198.0
1704499200,1.26127,1.26315,1.25189,1.25266,100.0
1704513600,1.2547,1.26957,1.25401,1.2694,108.0
1704528000,1.27031,1.27069,1.26535,1.26561,662.0
1704542400,1.26399,1.26942,1.26363,1.26818,100.0
1704556800,1.26802,1.28224,1.26686,1.28211,160.0
1704571200,1.28267,1.28282,1.25873,1.25874,173.0
1704585600,1.25886,1.26629,1.25796,1.26488,148.0
1704600000,1.26452,1.27186,1.26165,1.27123,100.0
1704614400,1.27041,1.28176,1.26357,1.28169,169.0
1704628800,1.28138,1.28703,1.27997,1.28645,278.0
1704643200,1.28618,1.29836,1.27299,1.28133,136.0
1704657600,1.28036,1.29333,1.27798,1.29069,402.0
1704672000,1.29163,1.29266,1.28699,1.2883,100.0
1704686400,1.28918,1.28938,1.26523,1.26549,100.0
1704700800,1.26577,1.28264,1.2644,1.28182,120.0
1704715200,1.28286,1.29681,1.27986,1.29277,306.0
1704729600,1.29125,1.31411,1.29038,1.31362,402.0
1704744000,1.31311,1.33479,1.31235,1.33317,100.0
1704758400,1.33423,1.33883,1.32717,1.32973,115.0
1704772800,1.3304,1.34337,1.3304,1.34336,100.0
1704787200,1.34473,1.35116,1.3405,1.34056,100.0
1704801600,1.34017,1.35091,1.34002,1.35085,1002.0
1704816000,1.34953,1.35044,1.33849,1.33862,340.0
1704830400,1.33586,1.36591,1.33528,1.36507,583.0
1704844800,1.36181,1.37327,1.36066,1.37183,105.0
1704859200,1.37094,1.37211,1.35133,1.35164,421.0
1704873600,1.35241,1.35608,1.35128,1.35372,100.0
1704888000,1.35445,1.35701,1.35418,1.35431,277.0
1704902400,1.3523,1.35288,1.3327,1.33281,100.0
1704916800,1.3303,1.33066,1.32363,1.32388,138.0
1704931200,1.32479,1.32481,1.31318,1.31549,557.0
1704945600,1.31674,1.31678,1.29369,1.29693,179.0
