ts,open,high,low,close,volume
1704038400,1.25128,1.25323,1.25013,1.25128,275.0
1704042000,1.25197,1.25263,1.24205,1.24227,262.0
1704045600,1.24044,1.2589,1.23743,1.25847,189.0
1704049200,1.25795,1.26275,1.25756,1.26266,194.0
1704052800,1.26367,1.26976,1.26343,1.2694,188.0
1704056400,1.27123,1.29033,1.26994,1.28693,637.0
1704060000,1.28929,1.29657,1.28751,1.29248,151.0
1704063600,1.29147,1.2963,1.29054,1.29535,147.0
1704067200,1.29486,1.29754,1.29392,1.29634,307.0
1704070800,1.29566,1.30406,1.29325,1.30196,116.0
1704074400,1.29991,1.30155,1.29501,1.29514,128.0
1704078000,1.29386,1.29388,1.28287,1.28312,129.0
1704081600,1.28293,1.28376,1.2743,1.27441,841.0
1704085200,1.27235,1.28077,1.2712,1.2805,100.0
1704088800,1.28141,1.28233,1.26123,1.27252,100.0
1704092400,1.27365,1.27444,1.26733,1.26843,911.0
1704096000,1.26739,1.27597,1.26705,1.27565,291.0
1704099600,1.27802,1.29841,1.27787,1.29777,100.0
1704103200,1.29886,1.31124,1.29675,1.31017,229.0
1704106800,1.31263,1.32038,1.31167,1.3136,100.0
1704110400,1.31334,1.3215,1.31203,1.32102,236.0
1704114000,1.32017,1.32627,1.31704,1.32623,451.0
1704117600,1.32441,1.33232,1.32429,1.33217,100.0
1704121200,1.32928,1.34668,1.32924,1.34568,1002.0
1704124800,1.34593,1.36515,1.34569,1.36493,100.0
1704128400,1.3639,1.38098,1.36357,1.38058,100.0
1704132000,1.38064,1.38275,1.3799,1.38183,132.0
1704135600,1.38009,1.38804,1.37982,1.38795,901.0
1704139200,1.38772,1.40358,1.38529,1.40248,100.0
1704142800,1.3992,1.40705,1.39727,1.40684,527.0
1704146400,1.408,1.4089,1.40237,1.40248,197.0
1704150000,1.40126,1.40274,1.39943,1.40177,162.0
1704153600,1.40268,1.40321,1.39983,1.40009,100.0
1704157200,1.40165,1.40253,1.39454,1.39472,193.0
1704160800,1.39357,1.41609,1.39185,1.41604,171.0
1704164400,1.41683,1.41715,1.39472,1.39531,129.0
1704168000,1.3938,1.4244,1.39379,1.42439,100.0
1704171600,1.42351,1.43001,1.41656,1.42987,100.0
1704175200,1.43063,1.43428,1.42922,1.43392,373.0
1704178800,1.43445,1.43615,1.4301,1.43352,100.0
1704182400,1.43195,1.4513,1.43169,1.4488,100.0
1704186000,1.44886,1.48103,1.44867,1.48103,212.0
1704189600,1.47964,1.48072,1.4791,1.47932,574.0
1704193200,1.47903,1.49583,1.47825,1.49549,100.0
1704196800,1.49175,1.50394,1.49168,1.50139,221.0
1704200400,1.50096,1.50117,1.47881,1.4866,100.0
1704204000,1.48654,1.48666,1.4623,1.46241,236.0
1704207600,1.46055,1.49243,1.45748,1.47224,224.0
1704211200,1.4725,1.48345,1.47205,1.48322,100.0
1704214800,1.48148,1.49161,1.47173,1.48975,425.0
1704218400,1.48916,1.49319,1.4802,1.48047,197.0
1704222000,1.48057,1.48109,1.47467,1.4762,106.0
1704225600,1.47521,1.49486,1.4726,1.49016,100.0
1704229200,1.48883,1.50609,1.48797,1.50452,100.0
1704232800,1.50434,1.52357,1.50428,1.52321,187.0
1704236400,1.52462,1.54838,1.51634,1.52595,770.0
1704240000,1.52635,1.52711,1.52469,1.52536,100.0
1704243600,1.52656,1.54425,1.52613,1.5433,547.0
1704247200,1.54165,1.54282,1.52407,1.52432,188.0
1704250800,1.52548,1.53855,1.52481,1.53854,335.0
1704254400,1.53902,1.53927,1.5298,1.53061,100.0
1704258000,1.53005,1.5394,1.52606,1.53255,352.0
1704261600,1.53239,1.53243,1.52592,1.52635,288.0
1704265200,1.52386,1.52405,1.48595,1.48625,296.0
1704268800,1.48681,1.48984,1.48623,1.4897,100.0
1704272400,1.48921,1.49934,1.48901,1.49898,227.0
1704276000,1.49732,1.51746,1.49721,1.51542,100.0
1704279600,1.51774,1.5195,1.50991,1.51236,901.0
1704283200,1.51101,1.51147,1.50718,1.50849,607.0
1704286800,1.50794,1.55098,1.50702,1.5466,162.0
1704290400,1.54721,1.549,1.53533,1.536,100.0
1704294000,1.53497,1.543,1.53348,1.54118,136.0
1704297600,1.54373,1.54374,1.52496,1.52503,123.0
1704301200,1.52697,1.52751,1.515,1.51564,100.0
1704304800,1.5126,1.5225,1.51151,1.52042,159.0
1704308400,1.52138,1.52398,1.49792,1.50079,140.0
1704312000,1.50055,1.50421,1.50045,1.50397,144.0
1704315600,1.50427,1.5047,1.46808,1.47232,100.0
1704319200,1.47423,1.47569,1.46685,1.46712,100.0
1704322800,1.46551,1.46643,1.45768,1.45828,100.0
1704326400,1.45813,1.45978,1.45564,1.45679,248.0
1704330000,1.45849,1.49395,1.45828,1.49302,144.0
1704333600,1.49136,1.51258,1.49059,1.50989,100.0
1704337200,1.50833,1.51345,1.50797,1.50934,100.0
1704340800,1.50996,1.51235,1.50445,1.50622,242.0
1704344400,1.50746,1.50747,1.46813,1.46815,1852.0
1704348000,1.46884,1.48922,1.4669,1.48808,254.0
1704351600,1.48875,1.4915,1.4801,1.48168,100.0
1704355200,1.4806,1.48088,1.46123,1.4619,354.0
1704358800,1.46014,1.46123,1.45859,1.45935,100.0
1704362400,1.45919,1.46766,1.45847,1.4667,251.0
