ts,open,high,low,close,volume
1704038400,1999.22157,1999.55103,1998.89216,1999.22157,681.0
1704040200,1998.26723,2033.24921,1997.79311,2032.77962,255.0
1704042000,2029.26127,2045.25749,2028.38183,2039.7176,100.0
1704043800,2042.68293,2043.6376,2020.12809,2023.22278,118.0
1704045600,2020.90443,2020.92697,2013.22205,2014.21864,216.0
1704047400,2013.01275,2013.12688,2003.52205,2004.12144,946.0
1704049200,2004.54389,2025.52781,2003.78685,2022.59719,100.0
1704051000,2022.36132,2039.80071,2022.19536,2039.5427,110.0
1704052800,2040.24099,2040.73047,2026.95209,2032.17392,100.0
1704054600,2034.25699,2036.99171,2020.29389,2020.4365,377.0
1704056400,2021.10084,2021.47461,2005.42672,2005.4878,394.0
1704058200,2007.1009,2014.87459,1983.0162,1985.2927,576.0
1704060000,1986.01348,1997.28906,1984.69952,1994.44448,691.0
1704061800,1994.61371,1995.51829,1942.47362,1944.17645,110.0
1704063600,1947.04628,1947.31652,1941.75372,1941.83705,100.0
1704065400,1943.60201,1945.9644,1927.76684,1928.06649,206.0
1704067200,1926.71023,1932.57972,1925.14661,1931.85361,107.0
1704069000,1931.86353,1939.9037,1931.67277,1939.49338,117.0
1704070800,1939.18133,1940.8844,1931.9464,1934.7732,222.0
1704072600,1931.04756,1941.75096,1931.03941,1941.67827,145.0
1704074400,1941.30417,1945.90145,1936.47344,1944.77667,201.0
1704076200,1946.33416,1969.95229,1944.11228,1968.93402,100.0
1704078000,1966.97034,1982.716,1961.14854,1982.44484,100.0
1704079800,1980.36945,1980.60537,1953.57497,1953.67321,238.0
1704081600,1955.25169,1956.8447,1939.55246,1940.31183,100.0
1704083400,1940.80848,1941.02762,1910.82185,1911.04921,324.0
1704085200,1911.53089,1923.80227,1911.4556,1922.92226,210.0
1704087000,1926.52408,1932.65133,1925.99877,1930.4681,238.0
1704088800,1932.68515,1935.05456,1909.29563,1913.56996,100.0
1704090600,1913.09607,1932.89488,1911.55922,1931.20165,100.0
1704092400,1931.73611,1933.30168,1930.94079,1931.63117,339.0
1704094200,1932.83773,1935.43102,1928.24422,1928.43792,100.0
1704096000,1928.01117,1928.0327,1906.05971,1909.70219,303.0
1704097800,1908.07581,1921.03641,1907.99584,1920.63677,100.0
1704099600,1920.97043,1929.69569,1920.60239,1926.65674,218.0
1704101400,1927.34716,1933.64266,1923.33646,1929.69222,260.0
1704103200,1930.67337,1936.08122,1898.4732,1905.02445,248.0
1704105000,1906.11869,1930.13797,1888.52162,1916.72874,462.0
1704106800,1915.25064,1917.13064,1912.51032,1912.59002,117.0
1704108600,1913.93424,1958.92991,1913.72541,1958.75997,100.0
1704110400,1958.88541,1963.57001,1950.68689,1951.46185,100.0
1704112200,1951.55022,1952.04001,1938.50889,1939.14766,100.0
1704114000,1937.88907,1938.1965,1901.7601,1901.80356,348.0
