ts,open,high,low,close,volume
1672531200,1954.06,1957.94,1950.3,1951.23,857
1672545600,1951.64,1954.68,1946.48,1953.84,752
1672560000,1953.82,1955.14,1950.66,1951.39,925
1672574400,1951.44,1957.19,1946.15,1954.87,943
1672588800,1954.28,1957.17,1952.87,1953.42,1018
1672603200,1950.67,1956.5,1949.19,1951.39,734
1672617600,1951.19,1953.92,1949.8,1952.27,933
1672632000,1949.69,1951.37,1946.69,1947.35,857
1672646400,1949.66,1955.25,1947.76,1947.97,1236
1672660800,1945.51,1947.58,1939.91,1944.95,1177
1672675200,1946.03,1947.78,1942.96,1944.26,936
1672689600,1939.73,1944.43,1938.27,1944.08,588
1672704000,1943.02,1947.22,1939.84,1946.06,1005
1672718400,1946.09,1948.48,1943.27,1948.31,1149
1672732800,1945.09,1949.43,1940.38,1947.43,822
1672747200,1947.88,1949.85,1944.7,1949.02,555
1672761600,1950.9,1954.3,1948.64,1949.27,1157
1672776000,1950.5,1953.52,1945.34,1950.02,746
1672790400,1946.9,1950.03,1942.49,1947.46,816
1672804800,1947.49,1949.35,1944.95,1949.28,873
1672819200,1949.28,1954.59,1947.76,1952.97,831
1672833600,1955.11,1956.47,1949.8,1953.68,1025
1672848000,1951.02,1955.58,1946.05,1951.49,937
1672862400,1950.2,1954.39,1945.93,1947.29,978
1672876800,1947.9,1951.69,1946.78,1947.07,888
1672891200,1949.05,1954.55,1944.96,1946.3,1363
1672905600,1944.99,1949.81,1940.79,1941.0,877
1672920000,1941.02,1946.47,1939.73,1944.25,1191
1672934400,1945.15,1946.47,1940.66,1945.3,920
1672948800,1945.94,1950.04,1940.63,1944.55,1188
1672963200,1946.58,1950.67,1941.72,1945.62,895
1672977600,1944.91,1945.96,1941.09,1945.36,1183
1672992000,1946.88,1952.83,1943.16,1946.03,1211
1673006400,1948.31,1952.72,1944.51,1951.73,752
1673020800,1950.02,1955.43,1945.15,1948.5,584
1673035200,1947.6,1949.32,1942.37,1946.4,1454
1673049600,1950.97,1956.74,1947.14,1947.47,1397
1673064000,1946.8,1948.65,1945.4,1946.95,1074
1673078400,1946.61,1951.23,1941.85,1947.31,1050
1673092800,1948.72,1950.07,1944.99,1946.94,1323
1673107200,1945.98,1950.69,1942.4,1949.81,1153
1673121600,1947.98,1952.56,1944.28,1948.18,917
1673136000,1948.64,1951.28,1944.14,1951.24,944
1673150400,1949.32,1954.19,1945.88,1946.38,1392
1673164800,1947.01,1951.54,1943.82,1947.87,980
1673179200,1945.74,1949.78,1943.98,1949.35,1232
1673193600,1949.57,1953.03,1946.61,1948.69,811
1673208000,1950.24,1954.88,1946.72,1953.79,899
1673222400,1952.18,1955.77,1949.26,1954.07,402
1673236800,1953.02,1957.78,1949.66,1954.51,639
1673251200,1950.91,1953.84,1947.13,1951.09,794
1673265600,1948.29,1951.07,1946.52,1950.08,483
1673280000,1946.95,1950.59,1943.07,1945.99,1315
1673294400,1946.48,1949.97,1940.94,1942.29,955
1673308800,1939.92,1944.28,1934.25,1935.8,1361
1673323200,1933.8,1939.29,1929.73,1932.07,1063
1673337600,1929.44,1933.7,1928.34,1930.03,1030
1673352000,1930.09,1931.8,1927.82,1931.71,1373
1673366400,1933.47,1937.13,1929.24,1936.14,1052
1673380800,1937.01,1938.22,1935.08,1937.63,1215
1673395200,1936.53,1938.48,1931.86,1932.72,931
1673409600,1932.55,1937.05,1928.38,1936.7,1467
1673424000,1933.21,1937.35,1930.12,1936.11,655
1673438400,1934.74,1935.88,1928.82,1935.21,993
1673452800,1933.71,1936.63,1932.34,1932.88,880
1673467200,1932.53,1934.98,1929.21,1931.4,1315
1673481600,1933.86,1935.83,1928.04,1931.69,757
1673496000,1935.03,1939.05,1930.25,1930.36,1047
1673510400,1927.79,1931.59,1925.19,1926.33,1240
1673524800,1924.04,1926.15,1918.76,1920.56,1356
1673539200,1918.97,1922.49,1916.67,1919.33,933
1673553600,1918.23,1923.06,1912.6,1918.94,1076
1673568000,1918.34,1922.55,1917.08,1918.09,858
1673582400,1913.97,1919.45,1911.9,1914.17,540
1673596800,1912.38,1916.51,1907.05,1907.95,879
1673611200,1909.21,1913.52,1907.89,1910.09,993
1673625600,1909.29,1913.53,1903.84,1908.86,615
1673640000,1906.84,1911.56,1903.01,1909.79,819
1673654400,1911.95,1916.86,1907.21,1912.27,1176
1673668800,1910.21,1914.65,1905.45,1913.71,763
1673683200,1910.39,1913.02,1907.31,1911.48,888
1673697600,1915.95,1917.77,1909.99,1910.18,861
1673712000,1909.65,1912.25,1904.2,1909.01,1224
1673726400,1905.38,1909.59,1901.83,1907.55,464
1673740800,1909.15,1913.15,1905.88,1912.23,799
1673755200,1910.91,1916.59,1908.35,1908.63,882
1673769600,1909.36,1910.76,1907.63,1910.71,638
1673784000,1912.19,1913.38,1906.94,1910.38,1592
1673798400,1910.68,1916.35,1907.27,1912.4,1267
1673812800,1911.26,1913.73,1908.17,1911.33,973
1673827200,1911.38,1914.54,1907.56,1908.27,1333
1673841600,1910.15,1914.71,1908.33,1909.07,1079
1673856000,1906.85,1912.16,1903.24,1905.74,1460
1673870400,1901.17,1906.58,1895.84,1900.08,1311
1673884800,1900.94,1902.54,1898.48,1898.61,1016
1673899200,1899.39,1900.9,1897.09,1900.24,1284
1673913600,1902.01,1905.68,1897.77,1899.42,1085
1673928000,1899.55,1904.74,1895.87,1901.17,752
1673942400,1902.35,1907.02,1898.63,1900.19,990
1673956800,1897.68,1898.81,1896.47,1897.59,696
1673971200,1898.4,1901.7,1892.52,1897.81,1337
1673985600,1897.82,1902.87,1894.09,1898.25,505
1674000000,1901.18,1905.07,1898.57,1903.23,1081
1674014400,1904.41,1906.21,1898.96,1900.57,1344
1674028800,1901.68,1906.89,1898.9,1906.08,994
1674043200,1905.55,1910.82,1903.71,1905.16,1152
1674057600,1904.98,1909.92,1902.09,1909.91,499
1674072000,1909.87,1915.01,1908.22,1914.46,991
1674086400,1913.31,1916.37,1907.89,1914.03,1483
1674100800,1917.21,1921.24,1912.91,1920.89,1250
1674115200,1921.4,1922.74,1917.0,1917.49,774
1674129600,1915.09,1918.32,1913.66,1917.45,1044
1674144000,1921.27,1926.58,1915.33,1922.96,1235
1674158400,1924.39,1926.97,1921.4,1923.87,997
1674172800,1924.35,1930.23,1919.54,1924.0,1134
1674187200,1928.1,1930.53,1923.2,1923.64,1062
1674201600,1925.44,1928.17,1922.57,1924.66,968
1674216000,1921.07,1925.11,1918.2,1920.66,1120
1674230400,1920.2,1921.75,1917.35,1920.79,377
1674244800,1920.71,1924.78,1917.99,1921.12,673
1674259200,1921.31,1922.99,1920.28,1921.54,615
1674273600,1918.21,1921.86,1912.46,1918.35,1235
1674288000,1918.41,1920.94,1917.05,1918.81,1589
1674302400,1917.45,1919.47,1914.25,1917.13,348
1674316800,1918.98,1920.76,1914.81,1920.67,788
1674331200,1918.66,1920.67,1913.2,1919.46,1043
1674345600,1921.03,1922.93,1919.85,1920.88,955
1674360000,1920.92,1925.79,1917.84,1921.64,810
1674374400,1926.52,1927.7,1920.66,1922.72,826
1674388800,1925.39,1931.2,1921.21,1929.39,667
1674403200,1927.69,1928.88,1925.82,1928.07,642
1674417600,1928.84,1932.2,1923.72,1930.44,1445
1674432000,1929.02,1933.78,1925.98,1929.71,1302
1674446400,1929.22,1932.47,1923.45,1924.3,1405
1674460800,1927.43,1932.32,1926.14,1928.62,1080
1674475200,1925.7,1927.49,1921.14,1927.36,1297
