ts,open,high,low,close,volume
1672531200,1.21,1.22,1.21,1.21,1133
1672534800,1.22,1.22,1.21,1.21,368
1672538400,1.21,1.22,1.21,1.22,951
1672542000,1.21,1.22,1.21,1.22,1028
1672545600,1.22,1.22,1.22,1.22,1113
1672549200,1.22,1.22,1.21,1.22,978
1672552800,1.22,1.22,1.22,1.22,678
1672556400,1.22,1.22,1.22,1.22,774
1672560000,1.22,1.22,1.21,1.22,1076
1672563600,1.22,1.22,1.21,1.22,682
1672567200,1.21,1.22,1.21,1.21,648
1672570800,1.21,1.22,1.21,1.22,1268
1672574400,1.21,1.22,1.21,1.21,1071
1672578000,1.21,1.22,1.21,1.21,840
1672581600,1.21,1.22,1.21,1.21,1000
1672585200,1.21,1.21,1.2,1.21,969
1672588800,1.21,1.22,1.21,1.21,425
1672592400,1.21,1.22,1.21,1.22,704
1672596000,1.22,1.22,1.22,1.22,1420
1672599600,1.22,1.22,1.22,1.22,1060
1672603200,1.22,1.23,1.22,1.22,1324
1672606800,1.22,1.22,1.22,1.22,796
1672610400,1.22,1.22,1.21,1.22,1388
1672614000,1.22,1.22,1.21,1.22,916
1672617600,1.22,1.22,1.21,1.21,609
1672621200,1.21,1.22,1.21,1.22,1087
1672624800,1.22,1.22,1.21,1.22,740
1672628400,1.22,1.22,1.21,1.21,1738
1672632000,1.22,1.22,1.21,1.21,1730
1672635600,1.21,1.22,1.21,1.21,1220
1672639200,1.21,1.22,1.21,1.21,1148
1672642800,1.21,1.22,1.21,1.21,397
1672646400,1.21,1.22,1.21,1.21,1198
1672650000,1.21,1.21,1.2,1.21,1085
1672653600,1.21,1.21,1.21,1.21,256
1672657200,1.21,1.21,1.21,1.21,806
1672660800,1.21,1.22,1.21,1.21,1027
1672664400,1.21,1.22,1.21,1.21,1021
1672668000,1.21,1.22,1.21,1.21,515
1672671600,1.21,1.22,1.21,1.21,624
1672675200,1.21,1.21,1.21,1.21,628
1672678800,1.21,1.21,1.21,1.21,447
1672682400,1.21,1.21,1.21,1.21,1014
1672686000,1.21,1.22,1.21,1.21,1208
1672689600,1.21,1.22,1.21,1.21,827
1672693200,1.21,1.21,1.21,1.21,434
1672696800,1.21,1.21,1.21,1.21,796
1672700400,1.21,1.21,1.21,1.21,440
1672704000,1.21,1.22,1.21,1.22,1209
1672707600,1.22,1.22,1.21,1.22,1235
1672711200,1.21,1.22,1.21,1.22,710
1672714800,1.22,1.22,1.22,1.22,1211
1672718400,1.22,1.22,1.22,1.22,1248
1672722000,1.22,1.23,1.22,1.22,1525
1672725600,1.22,1.23,1.22,1.22,1404
1672729200,1.22,1.23,1.22,1.22,783
1672732800,1.22,1.23,1.22,1.23,815
1672736400,1.23,1.23,1.22,1.23,879
1672740000,1.23,1.23,1.23,1.23,926
1672743600,1.23,1.23,1.23,1.23,555
1672747200,1.23,1.23,1.22,1.23,1045
1672750800,1.23,1.23,1.23,1.23,1500
1672754400,1.23,1.23,1.22,1.23,870
1672758000,1.23,1.23,1.22,1.22,1226
1672761600,1.23,1.23,1.22,1.23,1369
1672765200,1.23,1.23,1.23,1.23,1009
1672768800,1.23,1.24,1.23,1.23,518
1672772400,1.23,1.23,1.23,1.23,1071
1672776000,1.23,1.24,1.23,1.23,1122
1672779600,1.23,1.24,1.23,1.24,236
1672783200,1.24,1.24,1.23,1.24,1021
1672786800,1.24,1.24,1.23,1.24,1135
1672790400,1.24,1.24,1.23,1.24,620
1672794000,1.24,1.24,1.24,1.24,1301
1672797600,1.24,1.24,1.24,1.24,544
1672801200,1.24,1.24,1.24,1.24,1054
1672804800,1.24,1.24,1.23,1.23,1093
1672808400,1.23,1.23,1.23,1.23,926
1672812000,1.23,1.23,1.22,1.23,1435
1672815600,1.23,1.23,1.23,1.23,1439
1672819200,1.23,1.23,1.22,1.22,762
1672822800,1.22,1.23,1.22,1.22,872
1672826400,1.22,1.22,1.22,1.22,925
1672830000,1.22,1.22,1.22,1.22,643
1672833600,1.22,1.22,1.22,1.22,868
1672837200,1.22,1.23,1.22,1.22,716
1672840800,1.22,1.23,1.22,1.22,1302
1672844400,1.22,1.22,1.22,1.22,711
1672848000,1.22,1.23,1.22,1.22,1269
1672851600,1.22,1.22,1.21,1.22,1002
1672855200,1.22,1.22,1.22,1.22,1195
1672858800,1.22,1.22,1.22,1.22,807
1672862400,1.22,1.22,1.22,1.22,722
1672866000,1.22,1.22,1.22,1.22,601
1672869600,1.22,1.23,1.22,1.22,1245
1672873200,1.22,1.22,1.22,1.22,386
1672876800,1.22,1.22,1.22,1.22,833
1672880400,1.22,1.23,1.22,1.23,772
1672884000,1.23,1.23,1.22,1.22,961
1672887600,1.22,1.23,1.22,1.22,812
1672891200,1.22,1.23,1.22,1.23,1018
1672894800,1.22,1.23,1.22,1.22,909
