ts,open,high,low,close,volume
1672531200,1.08,1.09,1.08,1.08,711
1672534800,1.08,1.09,1.08,1.08,1362
1672538400,1.08,1.08,1.08,1.08,1066
1672542000,1.08,1.09,1.08,1.08,781
1672545600,1.08,1.08,1.08,1.08,1144
1672549200,1.08,1.09,1.08,1.08,1467
1672552800,1.08,1.09,1.08,1.08,1150
1672556400,1.08,1.09,1.08,1.08,776
1672560000,1.08,1.08,1.08,1.08,1177
1672563600,1.08,1.08,1.08,1.08,956
1672567200,1.08,1.08,1.08,1.08,526
1672570800,1.08,1.08,1.08,1.08,651
1672574400,1.08,1.08,1.08,1.08,1582
1672578000,1.08,1.08,1.08,1.08,879
1672581600,1.08,1.08,1.08,1.08,638
1672585200,1.08,1.08,1.07,1.08,685
1672588800,1.08,1.08,1.07,1.08,638
1672592400,1.08,1.08,1.08,1.08,726
1672596000,1.08,1.08,1.07,1.08,1484
1672599600,1.08,1.08,1.08,1.08,1146
1672603200,1.08,1.08,1.08,1.08,654
1672606800,1.08,1.08,1.08,1.08,603
1672610400,1.08,1.09,1.08,1.08,765
1672614000,1.08,1.09,1.08,1.08,608
1672617600,1.09,1.09,1.08,1.08,1334
1672621200,1.08,1.09,1.08,1.08,926
1672624800,1.09,1.09,1.08,1.08,1514
1672628400,1.08,1.08,1.08,1.08,545
1672632000,1.08,1.08,1.08,1.08,1162
1672635600,1.08,1.08,1.07,1.07,963
1672639200,1.07,1.08,1.07,1.07,764
1672642800,1.07,1.07,1.07,1.07,1269
1672646400,1.07,1.07,1.07,1.07,498
1672650000,1.07,1.07,1.07,1.07,705
1672653600,1.07,1.07,1.07,1.07,569
1672657200,1.06,1.07,1.06,1.06,559
1672660800,1.06,1.07,1.06,1.06,1061
1672664400,1.07,1.07,1.06,1.07,1341
1672668000,1.07,1.07,1.06,1.07,507
1672671600,1.07,1.07,1.06,1.07,1277
1672675200,1.07,1.07,1.07,1.07,951
1672678800,1.07,1.07,1.07,1.07,1510
1672682400,1.07,1.07,1.07,1.07,903
1672686000,1.07,1.07,1.07,1.07,824
1672689600,1.07,1.08,1.07,1.08,1051
1672693200,1.08,1.08,1.07,1.07,658
1672696800,1.07,1.08,1.07,1.07,247
1672700400,1.07,1.07,1.07,1.07,1327
1672704000,1.07,1.07,1.07,1.07,996
1672707600,1.07,1.08,1.07,1.07,1348
1672711200,1.08,1.08,1.07,1.07,905
1672714800,1.07,1.08,1.07,1.07,1485
1672718400,1.07,1.08,1.07,1.07,963
